Koordinatensystem : Lambert konform konisch
Rechtswert        : 3996500 Meter
Hochwert          : 2967500 Meter
Hoehenlage        : 25 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3996500 2967500  1  1  1   2.5 1013 215  5.3 8  4.2  92    0    0 309 -315  0
3996500 2967500  1  1  2   2.5 1013 234  6.2 8  4.2  93    0    0 306 -315  0
3996500 2967500  1  1  3   2.6 1012 251  6.9 8  4.3  94    0    0 301 -315  0
3996500 2967500  1  1  4   2.8 1011 255  7.1 8  4.4  95    0    0 304 -315  0
3996500 2967500  1  1  5   3.0 1010 259  7.1 8  4.5  96    0    0 307 -315  0
3996500 2967500  1  1  6   3.3 1009 259  7.2 8  4.6  96    0    0 307 -315  0
3996500 2967500  1  1  7   3.6 1009 270  7.1 7  4.7  96    0    0 305 -315  0
3996500 2967500  1  1  8   3.0 1009 273  6.5 6  4.5  94    0    0 295 -315  0
3996500 2967500  1  1  9   2.8 1009 273  6.3 5  4.2  89    0    2 285 -315  0
3996500 2967500  1  1 10   3.3 1009 286  6.2 5  4.0  85    7   33 280 -315  0
3996500 2967500  1  1 11   3.5 1010 289  6.5 2  4.1  83   24   71 265 -315  0
3996500 2967500  1  1 12   3.6 1010 294  6.4 3  4.0  82   22   94 254 -314  0
3996500 2967500  1  1 13   3.8 1010 291  6.6 3  4.0  81   49  101 258 -313  0
3996500 2967500  1  1 14   3.7 1010 287  6.3 2  4.0  80   45   91 250 -312  0
3996500 2967500  1  1 15   3.6 1010 297  6.6 1  3.9  79   18   65 235 -310  0
3996500 2967500  1  1 16   3.3 1010 288  6.2 6  3.8  78    0   11 259 -308  0
3996500 2967500  1  1 17   2.9 1010 289  5.4 7  3.8  80    0    0 296 -307  0
3996500 2967500  1  1 18   2.2 1011 297  5.3 5  3.8  82    0    0 288 -305  0
3996500 2967500  1  1 19   1.7 1011 291  5.1 3  3.7  84    0    0 261 -305  0
3996500 2967500  1  1 20   1.2 1011 281  4.8 2  3.5  84    0    0 241 -304  0
3996500 2967500  1  1 21   1.1 1012 279  4.0 0  3.5  85    0    0 221 -303  0
3996500 2967500  1  1 22   1.2 1012 271  3.8 2  3.5  86    0    0 220 -303  0
3996500 2967500  1  1 23   1.7 1012 277  4.0 3  3.6  86    0    0 239 -303  0
