#1
double tab(8761, 2)
# time  T_amb
0	1.8
3600	1.8
7200	2.3
10800	2.9
14400	3.1
18000	3.3
21600	3.2
25200	3.2
28800	3.5
32400	3.2
36000	2.8
39600	3.2
43200	3.2
46800	3.6
50400	3.4
54000	3.7
57600	2.9
61200	1.6
64800	1.3
68400	1.5
72000	1.3
75600	0.8
79200	0.5
82800	0.8
86400	1.4
90000	1.2
93600	1.2
97200	1.4
100800	0.7
104400	0.9
108000	1.1
111600	0.4
115200	-0.2
118800	0.8
122400	1.0
126000	0.7
129600	1.4
133200	2.5
136800	2.2
140400	1.8
144000	1.3
147600	1.2
151200	0.9
154800	0.8
158400	0.1
162000	0.0
165600	-0.3
169200	-0.7
172800	-0.6
176400	-0.6
180000	-0.7
183600	-1.7
187200	-1.1
190800	-0.8
194400	-2.3
198000	-2.5
201600	-2.0
205200	-1.4
208800	-1.4
212400	-1.0
216000	-0.3
219600	0.5
223200	0.9
226800	0.8
230400	0.7
234000	0.8
237600	0.7
241200	0.7
244800	0.7
248400	0.8
252000	0.7
255600	0.7
259200	0.6
262800	0.5
266400	0.3
270000	0.3
273600	0.3
277200	0.4
280800	0.6
284400	0.5
288000	0.5
291600	0.5
295200	0.4
298800	0.5
302400	1.0
306000	1.3
309600	1.1
313200	1.2
316800	0.9
320400	0.9
324000	0.6
327600	0.3
331200	0.1
334800	-0.2
338400	-0.3
342000	-0.4
345600	-1.0
349200	-1.7
352800	-2.0
356400	-2.3
360000	-2.1
363600	-2.3
367200	-2.6
370800	-2.6
374400	-2.7
378000	-2.9
381600	-2.7
385200	-2.1
388800	-1.4
392400	-1.1
396000	-0.7
399600	-0.6
403200	-1.4
406800	-2.0
410400	-2.6
414000	-3.0
417600	-3.4
421200	-3.5
424800	-3.3
428400	-2.3
432000	-1.6
435600	-0.8
439200	-0.4
442800	1.3
446400	1.7
450000	2.3
453600	2.6
457200	2.7
460800	2.9
464400	3.0
468000	2.9
471600	2.8
475200	2.9
478800	3.0
482400	2.9
486000	3.1
489600	3.0
493200	3.1
496800	2.9
500400	2.9
504000	2.6
507600	2.4
511200	2.4
514800	2.2
518400	2.1
522000	2.2
525600	2.6
529200	2.5
532800	1.8
536400	1.9
540000	1.9
543600	1.9
547200	1.6
550800	1.5
554400	1.2
558000	1.2
561600	1.2
565200	1.5
568800	1.6
572400	1.9
576000	2.1
579600	2.4
583200	2.6
586800	2.5
590400	3.2
594000	3.8
597600	4.7
601200	5.2
604800	6.1
608400	6.7
612000	7.0
615600	7.1
619200	7.1
622800	7.2
626400	7.5
630000	7.3
633600	7.5
637200	8.0
640800	8.3
644400	9.9
648000	10.0
651600	11.4
655200	11.4
658800	11.4
662400	11.3
666000	10.4
669600	10.2
673200	9.4
676800	9.0
680400	8.9
684000	8.6
687600	7.0
691200	5.4
694800	4.8
698400	4.7
702000	4.5
705600	4.2
709200	3.9
712800	3.7
716400	3.5
720000	3.2
723600	2.9
727200	3.0
730800	3.1
734400	3.7
738000	4.4
741600	4.8
745200	4.8
748800	4.5
752400	4.5
756000	4.6
759600	3.8
763200	3.6
766800	3.8
770400	3.7
774000	4.1
777600	3.1
781200	2.3
784800	1.6
788400	1.4
792000	0.9
795600	0.6
799200	0.2
802800	0.3
806400	0.2
810000	0.3
813600	0.2
817200	0.9
820800	2.0
824400	2.2
828000	1.4
831600	1.8
835200	1.7
838800	1.4
842400	1.8
846000	1.6
849600	1.2
853200	0.6
856800	0.5
860400	0.2
864000	-0.4
867600	-0.9
871200	-1.3
874800	-1.6
878400	-1.7
882000	-1.8
885600	-2.0
889200	-2.1
892800	-1.5
896400	-1.3
900000	-0.5
903600	0.3
907200	1.9
910800	2.5
914400	3.1
918000	3.2
921600	3.3
925200	3.1
928800	3.2
932400	3.4
936000	3.7
939600	3.7
943200	3.6
946800	4.0
950400	4.2
954000	4.3
957600	4.1
961200	3.8
964800	3.6
968400	2.5
972000	1.6
975600	1.2
979200	1.6
982800	1.5
986400	2.0
990000	2.5
993600	2.6
997200	2.8
1000800	3.2
1004400	3.3
1008000	3.3
1011600	3.3
1015200	3.4
1018800	3.6
1022400	4.2
1026000	4.4
1029600	5.1
1033200	5.3
1036800	5.6
1040400	6.2
1044000	6.3
1047600	6.1
1051200	5.9
1054800	5.7
1058400	5.5
1062000	5.8
1065600	5.8
1069200	6.1
1072800	6.7
1076400	7.1
1080000	7.4
1083600	7.9
1087200	8.2
1090800	8.5
1094400	8.9
1098000	9.4
1101600	9.8
1105200	9.9
1108800	9.9
1112400	9.9
1116000	9.6
1119600	9.4
1123200	9.5
1126800	9.8
1130400	9.6
1134000	9.5
1137600	9.6
1141200	9.7
1144800	9.6
1148400	9.4
1152000	9.3
1155600	9.7
1159200	10.2
1162800	10.3
1166400	10.4
1170000	10.5
1173600	10.4
1177200	10.3
1180800	10.2
1184400	10.2
1188000	10.1
1191600	10.1
1195200	10.1
1198800	9.8
1202400	9.0
1206000	8.6
1209600	8.6
1213200	8.5
1216800	8.8
1220400	8.4
1224000	8.2
1227600	7.8
1231200	7.6
1234800	6.8
1238400	6.2
1242000	6.0
1245600	6.6
1249200	7.5
1252800	8.1
1256400	8.8
1260000	9.4
1263600	9.4
1267200	9.3
1270800	8.9
1274400	9.4
1278000	9.5
1281600	9.6
1285200	9.7
1288800	9.6
1292400	9.7
1296000	9.4
1299600	9.2
1303200	8.8
1306800	8.5
1310400	8.8
1314000	9.2
1317600	8.9
1321200	8.8
1324800	8.1
1328400	8.5
1332000	8.8
1335600	9.3
1339200	10.2
1342800	11.0
1346400	12.0
1350000	12.8
1353600	12.1
1357200	10.8
1360800	10.0
1364400	9.7
1368000	9.7
1371600	9.0
1375200	9.4
1378800	9.1
1382400	8.7
1386000	9.1
1389600	9.4
1393200	9.1
1396800	8.8
1400400	8.4
1404000	8.3
1407600	8.3
1411200	8.2
1414800	8.2
1418400	8.2
1422000	8.0
1425600	8.4
1429200	8.1
1432800	8.1
1436400	8.1
1440000	8.0
1443600	8.3
1447200	8.5
1450800	8.8
1454400	8.5
1458000	8.7
1461600	8.8
1465200	8.9
1468800	9.3
1472400	9.3
1476000	6.4
1479600	5.4
1483200	4.1
1486800	4.3
1490400	4.4
1494000	4.3
1497600	4.2
1501200	4.1
1504800	4.4
1508400	4.3
1512000	4.5
1515600	4.6
1519200	4.6
1522800	4.8
1526400	4.9
1530000	4.3
1533600	4.0
1537200	4.0
1540800	4.3
1544400	4.3
1548000	4.3
1551600	4.4
1555200	4.3
1558800	2.9
1562400	2.6
1566000	2.1
1569600	3.1
1573200	3.4
1576800	3.6
1580400	3.8
1584000	3.9
1587600	3.8
1591200	3.1
1594800	3.5
1598400	3.8
1602000	4.2
1605600	5.1
1609200	5.2
1612800	3.3
1616400	2.1
1620000	1.4
1623600	1.2
1627200	1.8
1630800	1.6
1634400	1.6
1638000	2.3
1641600	1.9
1645200	1.6
1648800	2.2
1652400	2.1
1656000	1.8
1659600	1.5
1663200	0.4
1666800	0.5
1670400	0.4
1674000	0.5
1677600	-0.1
1681200	0.2
1684800	-0.2
1688400	0.3
1692000	0.4
1695600	0.4
1699200	0.0
1702800	-0.2
1706400	-0.4
1710000	-0.7
1713600	-0.8
1717200	-1.1
1720800	-1.4
1724400	-1.6
1728000	-1.8
1731600	-1.8
1735200	-1.7
1738800	-1.7
1742400	-1.4
1746000	-1.5
1749600	-1.5
1753200	-1.1
1756800	-0.9
1760400	-0.8
1764000	-0.5
1767600	-0.2
1771200	0.2
1774800	0.5
1778400	1.7
1782000	2.4
1785600	2.6
1789200	2.0
1792800	2.0
1796400	1.0
1800000	1.0
1803600	0.1
1807200	-0.2
1810800	0.1
1814400	0.3
1818000	0.6
1821600	1.2
1825200	1.7
1828800	2.0
1832400	2.5
1836000	3.8
1839600	4.3
1843200	4.4
1846800	4.5
1850400	4.8
1854000	4.9
1857600	4.8
1861200	4.4
1864800	4.0
1868400	3.4
1872000	2.9
1875600	2.9
1879200	3.1
1882800	3.0
1886400	2.3
1890000	1.5
1893600	1.2
1897200	0.5
1900800	0.3
1904400	0.1
1908000	0.5
1911600	1.1
1915200	1.7
1918800	2.5
1922400	3.4
1926000	4.7
1929600	4.8
1933200	4.8
1936800	4.5
1940400	4.0
1944000	4.0
1947600	3.5
1951200	3.4
1954800	3.3
1958400	3.1
1962000	3.1
1965600	2.8
1969200	2.3
1972800	2.0
1976400	1.7
1980000	1.6
1983600	1.5
1987200	2.0
1990800	2.2
1994400	2.2
1998000	2.0
2001600	2.2
2005200	2.2
2008800	2.3
2012400	2.3
2016000	2.5
2019600	2.7
2023200	3.2
2026800	3.7
2030400	4.0
2034000	4.4
2037600	5.1
2041200	5.6
2044800	5.4
2048400	5.1
2052000	4.7
2055600	4.6
2059200	4.7
2062800	4.5
2066400	4.5
2070000	4.4
2073600	4.6
2077200	5.0
2080800	5.2
2084400	4.9
2088000	4.7
2091600	4.9
2095200	5.2
2098800	3.6
2102400	3.5
2106000	3.2
2109600	3.4
2113200	4.0
2116800	4.4
2120400	4.1
2124000	4.7
2127600	4.6
2131200	4.5
2134800	3.2
2138400	2.7
2142000	3.0
2145600	2.9
2149200	2.5
2152800	0.9
2156400	-0.4
2160000	-0.7
2163600	-0.6
2167200	-1.4
2170800	-1.3
2174400	-1.2
2178000	-1.7
2181600	-1.0
2185200	-0.5
2188800	-0.4
2192400	-0.3
2196000	0.5
2199600	1.0
2203200	1.7
2206800	1.6
2210400	1.9
2214000	1.5
2217600	1.4
2221200	1.0
2224800	1.1
2228400	1.0
2232000	1.0
2235600	0.8
2239200	0.5
2242800	0.3
2246400	0.1
2250000	-0.1
2253600	-0.3
2257200	-0.5
2260800	-1.6
2264400	-2.3
2268000	-2.8
2271600	-3.2
2275200	-2.9
2278800	-2.7
2282400	-2.4
2286000	-1.8
2289600	-1.3
2293200	-0.7
2296800	-0.5
2300400	-0.1
2304000	-0.4
2307600	-0.8
2311200	-1.8
2314800	-2.3
2318400	-2.9
2322000	-3.4
2325600	-3.9
2329200	-4.7
2332800	-4.5
2336400	-4.7
2340000	-5.0
2343600	-5.4
2347200	-5.8
2350800	-6.1
2354400	-6.3
2358000	-5.8
2361600	-6.0
2365200	-5.7
2368800	-4.1
2372400	-2.9
2376000	-1.3
2379600	-0.8
2383200	0.0
2386800	0.4
2390400	0.2
2394000	-0.4
2397600	-1.3
2401200	-1.8
2404800	-2.0
2408400	-2.7
2412000	-2.9
2415600	-3.4
2419200	-3.9
2422800	-4.3
2426400	-5.4
2430000	-6.4
2433600	-6.4
2437200	-5.8
2440800	-7.3
2444400	-6.0
2448000	-3.9
2451600	-3.9
2455200	-3.7
2458800	-3.9
2462400	-3.9
2466000	-4.2
2469600	-4.1
2473200	-4.0
2476800	-4.1
2480400	-3.9
2484000	-3.5
2487600	-3.7
2491200	-3.9
2494800	-4.1
2498400	-4.5
2502000	-4.3
2505600	-4.1
2509200	-3.7
2512800	-4.2
2516400	-4.1
2520000	-3.9
2523600	-3.8
2527200	-3.5
2530800	-3.1
2534400	-2.8
2538000	-2.5
2541600	-1.8
2545200	-1.0
2548800	-1.0
2552400	-1.2
2556000	-1.1
2559600	-1.2
2563200	-1.3
2566800	-1.4
2570400	-1.5
2574000	-1.4
2577600	-0.9
2581200	-0.7
2584800	-0.7
2588400	-0.6
2592000	-0.7
2595600	-0.8
2599200	-1.0
2602800	-1.2
2606400	-1.4
2610000	-1.5
2613600	-1.6
2617200	-1.7
2620800	-1.8
2624400	-1.7
2628000	-1.6
2631600	-1.8
2635200	-1.8
2638800	-1.6
2642400	-1.7
2646000	-1.2
2649600	-1.0
2653200	-1.1
2656800	-0.9
2660400	-1.1
2664000	-1.2
2667600	-1.4
2671200	-1.6
2674800	-1.8
2678400	-1.9
2682000	-2.1
2685600	-2.2
2689200	-2.5
2692800	-2.8
2696400	-3.1
2700000	-3.7
2703600	-3.6
2707200	-3.6
2710800	-3.7
2714400	-3.3
2718000	-3.4
2721600	-3.1
2725200	-2.7
2728800	-2.9
2732400	-2.8
2736000	-2.3
2739600	-2.2
2743200	-2.0
2746800	-1.7
2750400	-1.0
2754000	-0.3
2757600	-0.1
2761200	0.2
2764800	0.3
2768400	0.5
2772000	0.6
2775600	0.8
2779200	0.9
2782800	1.2
2786400	1.4
2790000	1.6
2793600	2.0
2797200	2.2
2800800	2.3
2804400	2.3
2808000	2.3
2811600	2.7
2815200	2.9
2818800	2.9
2822400	2.6
2826000	2.5
2829600	2.4
2833200	2.4
2836800	2.6
2840400	3.1
2844000	3.2
2847600	3.3
2851200	3.2
2854800	3.3
2858400	3.5
2862000	3.9
2865600	4.2
2869200	4.5
2872800	4.5
2876400	4.9
2880000	5.0
2883600	4.8
2887200	4.8
2890800	5.9
2894400	6.5
2898000	7.0
2901600	7.1
2905200	7.1
2908800	6.5
2912400	5.6
2916000	5.1
2919600	4.5
2923200	3.9
2926800	3.5
2930400	3.6
2934000	3.6
2937600	4.3
2941200	5.1
2944800	5.6
2948400	5.9
2952000	6.7
2955600	6.3
2959200	6.1
2962800	6.1
2966400	6.5
2970000	6.8
2973600	7.1
2977200	7.4
2980800	7.9
2984400	8.2
2988000	8.6
2991600	8.7
2995200	8.8
2998800	9.0
3002400	9.7
3006000	10.0
3009600	10.1
3013200	10.2
3016800	10.3
3020400	10.1
3024000	10.3
3027600	10.4
3031200	10.4
3034800	9.6
3038400	9.9
3042000	10.1
3045600	10.2
3049200	10.2
3052800	10.6
3056400	10.3
3060000	10.7
3063600	11.2
3067200	11.3
3070800	11.5
3074400	10.3
3078000	9.8
3081600	9.7
3085200	9.6
3088800	9.6
3092400	9.6
3096000	9.7
3099600	9.5
3103200	9.4
3106800	9.4
3110400	9.5
3114000	10.1
3117600	9.9
3121200	9.9
3124800	9.6
3128400	9.5
3132000	9.4
3135600	9.4
3139200	9.2
3142800	9.3
3146400	9.4
3150000	9.4
3153600	9.3
3157200	9.3
3160800	10.0
3164400	10.2
3168000	10.1
3171600	10.5
3175200	10.1
3178800	9.9
3182400	10.0
3186000	9.7
3189600	9.5
3193200	9.5
3196800	9.4
3200400	9.3
3204000	8.8
3207600	8.7
3211200	8.7
3214800	8.8
3218400	8.5
3222000	8.6
3225600	8.7
3229200	8.5
3232800	8.7
3236400	8.7
3240000	8.2
3243600	8.6
3247200	8.9
3250800	9.1
3254400	9.3
3258000	9.3
3261600	9.8
3265200	9.9
3268800	9.9
3272400	10.1
3276000	9.3
3279600	7.1
3283200	6.5
3286800	6.6
3290400	6.6
3294000	6.4
3297600	5.8
3301200	5.6
3304800	5.4
3308400	4.9
3312000	4.2
3315600	4.6
3319200	4.9
3322800	5.8
3326400	6.1
3330000	6.9
3333600	6.6
3337200	7.4
3340800	7.4
3344400	6.6
3348000	4.0
3351600	2.9
3355200	0.9
3358800	0.5
3362400	0.2
3366000	0.2
3369600	-0.2
3373200	-1.2
3376800	-1.8
3380400	1.5
3384000	1.1
3387600	0.5
3391200	-0.1
3394800	-0.6
3398400	-0.3
3402000	-0.2
3405600	0.0
3409200	1.0
3412800	1.3
3416400	3.3
3420000	5.6
3423600	6.4
3427200	5.0
3430800	4.5
3434400	3.6
3438000	3.7
3441600	3.3
3445200	2.8
3448800	2.8
3452400	3.6
3456000	2.9
3459600	2.2
3463200	2.1
3466800	1.7
3470400	1.6
3474000	2.4
3477600	2.5
3481200	3.4
3484800	4.0
3488400	4.4
3492000	5.1
3495600	5.7
3499200	6.1
3502800	6.9
3506400	7.7
3510000	8.2
3513600	8.2
3517200	8.0
3520800	7.7
3524400	7.9
3528000	7.7
3531600	7.7
3535200	7.6
3538800	7.9
3542400	8.0
3546000	6.7
3549600	6.4
3553200	5.9
3556800	5.5
3560400	5.1
3564000	5.0
3567600	4.5
3571200	3.9
3574800	2.7
3578400	3.9
3582000	5.1
3585600	5.0
3589200	5.9
3592800	6.1
3596400	6.9
3600000	6.1
3603600	6.0
3607200	5.0
3610800	4.6
3614400	3.6
3618000	2.9
3621600	2.1
3625200	1.9
3628800	1.7
3632400	1.3
3636000	1.3
3639600	0.9
3643200	0.6
3646800	0.5
3650400	0.2
3654000	-0.1
3657600	0.0
3661200	0.2
3664800	0.4
3668400	1.2
3672000	1.6
3675600	1.3
3679200	1.3
3682800	1.4
3686400	1.3
3690000	0.1
3693600	-0.1
3697200	0.0
3700800	0.1
3704400	0.2
3708000	0.3
3711600	0.3
3715200	0.4
3718800	0.5
3722400	0.5
3726000	0.6
3729600	0.7
3733200	0.9
3736800	1.0
3740400	1.2
3744000	1.3
3747600	1.5
3751200	1.9
3754800	2.2
3758400	2.4
3762000	2.8
3765600	3.4
3769200	3.4
3772800	3.0
3776400	2.8
3780000	2.3
3783600	1.9
3787200	1.7
3790800	1.6
3794400	1.6
3798000	1.6
3801600	1.4
3805200	1.4
3808800	1.5
3812400	1.5
3816000	1.5
3819600	1.5
3823200	1.5
3826800	1.3
3830400	1.1
3834000	1.4
3837600	1.8
3841200	2.0
3844800	2.1
3848400	2.4
3852000	2.5
3855600	2.7
3859200	2.7
3862800	2.3
3866400	2.1
3870000	2.0
